panel,series,offset,mean_contact_percentile,ci95_low,ci95_high,n_windows,n_valid_at_offset
contact_landscape,GoF +0.5,22,0.5223192191229749,0.46232473539750996,0.5823229266745698,101,85
contact_landscape,GoF +0.5,23,0.5329046202238973,0.47291287577069596,0.5924941403857434,101,85
contact_landscape,GoF +0.5,24,0.5290949238489467,0.4703295712900404,0.5882298478903267,101,85
contact_landscape,GoF +0.5,25,0.5374235023047702,0.4752768886079068,0.5964738297036424,101,79
contact_landscape,GoF +0.5,26,0.5419498894585844,0.4794048615754764,0.602310628770832,101,79
contact_landscape,GoF +0.5,27,0.5455479401793443,0.48377258566725045,0.606192306775979,101,79
contact_landscape,GoF +0.5,28,0.5380872203363145,0.4791676299055976,0.5988615395717473,101,79
contact_landscape,GoF +0.5,29,0.5382507581427387,0.47958504195977203,0.5988599762059033,101,79
contact_landscape,GoF +0.5,30,0.5347726411902259,0.47649410555723454,0.5960494972067722,101,79
contact_landscape,GoF Q85,-30,0.5438384083964517,0.4514836070960447,0.6389375487706344,38,28
contact_landscape,GoF Q85,-29,0.5568553916307267,0.4658108069037875,0.6491823720799104,38,29
contact_landscape,GoF Q85,-28,0.5745783606830237,0.48684887750224914,0.6624773944970312,38,29
contact_landscape,GoF Q85,-27,0.6028045721021104,0.5169734551597316,0.6890452446656127,38,29
contact_landscape,GoF Q85,-26,0.6259640499763298,0.537405791197033,0.7118145006417577,38,29
contact_landscape,GoF Q85,-25,0.6248007738134524,0.5296926612887871,0.7161357751048362,38,31
contact_landscape,GoF Q85,-24,0.6427177398503185,0.5434136408651508,0.7366384828493557,38,31
contact_landscape,GoF Q85,-23,0.6604787780572325,0.5543052803869326,0.7569411215371349,38,31
contact_landscape,GoF Q85,-22,0.6595806785771323,0.552417132588094,0.7566120797304,38,31
contact_landscape,GoF Q85,-21,0.6614051777022779,0.5551530919475645,0.7581383402805079,38,31
contact_landscape,GoF Q85,-20,0.6649647555954036,0.5570807253126033,0.7623235347106382,38,31
contact_landscape,GoF Q85,-19,0.6089107070633857,0.49626754420998553,0.7152121563463888,38,34
contact_landscape,GoF Q85,-18,0.6076889643603516,0.5005410896412935,0.7134073161816419,38,34
contact_landscape,GoF Q85,-17,0.6035850791440808,0.49720844497616973,0.6997124897157344,38,34
contact_landscape,GoF Q85,-16,0.5974437650921375,0.48982638902105,0.6941575882528047,38,34
contact_landscape,GoF Q85,-15,0.5747856889739394,0.4724242910893005,0.6679621458603394,38,36
contact_landscape,GoF Q85,-14,0.5540517090394909,0.4587563745638964,0.6434854706619704,38,36
contact_landscape,GoF Q85,-13,0.5337423138015903,0.4419760041923036,0.6264962773374244,38,36
contact_landscape,GoF Q85,-12,0.5171634857733333,0.42562119289222705,0.6123805401154693,38,36
contact_landscape,GoF Q85,-11,0.5004199141474461,0.4136011461897615,0.5880186080386092,38,36
contact_landscape,GoF Q85,-10,0.4951818120232254,0.4109894784205257,0.5791739456890174,38,36
contact_landscape,GoF Q85,-9,0.4698379430733748,0.38500156850104794,0.5555046205457451,38,38
contact_landscape,GoF Q85,-8,0.4748660649866758,0.3932054177518354,0.555149873398738,38,38
contact_landscape,GoF Q85,-7,0.4617832407689381,0.3798010032453823,0.5437363873705208,38,38
contact_landscape,GoF Q85,-6,0.46113126473600774,0.3778301766023068,0.5465472424794402,38,38
contact_landscape,GoF Q85,-5,0.4490600622480689,0.36594260324923167,0.537267216929712,38,38
contact_landscape,GoF Q85,-4,0.44964517171120516,0.36360440146267853,0.5414295080017649,38,38
contact_landscape,GoF Q85,-3,0.4358229560279684,0.3476680241756803,0.5248888704704932,38,38
contact_landscape,GoF Q85,-2,0.43405810092621205,0.3492892498791231,0.518672565924634,38,38
contact_landscape,GoF Q85,-1,0.42651674595419903,0.34386005096948635,0.5081894776350233,38,38
contact_landscape,GoF Q85,0,0.43076842344274585,0.3493455415758986,0.5108721087752311,38,38
contact_landscape,GoF Q85,1,0.44788188391493683,0.3707280058649946,0.5217418261898159,38,38
contact_landscape,GoF Q85,2,0.47262081620261054,0.3951761898898583,0.544079251993269,38,38
contact_landscape,GoF Q85,3,0.4877450245569886,0.4028773369297617,0.5690625836348572,38,38
contact_landscape,GoF Q85,4,0.5107338031349756,0.421528971173749,0.5958429691335871,38,38
contact_landscape,GoF Q85,5,0.5356621085369145,0.44592430905732894,0.6260230618465868,38,37
contact_landscape,GoF Q85,6,0.5468135708969474,0.4561760638490248,0.6316718404083707,38,37
contact_landscape,GoF Q85,7,0.5626884165520025,0.4698985024563442,0.6496706122767837,38,37
contact_landscape,GoF Q85,8,0.555198293895238,0.4602390832966128,0.6421511942074865,38,37
contact_landscape,GoF Q85,9,0.5427177364126503,0.4517633726067074,0.6316504122356261,38,37
contact_landscape,GoF Q85,10,0.5326486241502482,0.444411414305067,0.6168751451238578,38,37
contact_landscape,GoF Q85,11,0.5826018985033896,0.5052225268461717,0.6606668671252438,38,33
contact_landscape,GoF Q85,12,0.5656340879429019,0.4896747352306869,0.6429128871827515,38,33
contact_landscape,GoF Q85,13,0.5643835262576495,0.49283777602325995,0.6392383020061662,38,33
contact_landscape,GoF Q85,14,0.5631757895444505,0.490319040810711,0.6425703813410439,38,33
contact_landscape,GoF Q85,15,0.5627893486794069,0.4798471475792778,0.6453962941520431,38,31
contact_landscape,GoF Q85,16,0.5566329586034162,0.46900053437792666,0.6428984800229648,38,31
contact_landscape,GoF Q85,17,0.5520688351885831,0.4611551024456358,0.6471412183283561,38,31
contact_landscape,GoF Q85,18,0.5417437462810709,0.44680304227471496,0.640868135513306,38,31
contact_landscape,GoF Q85,19,0.5386138712961668,0.43484006412783793,0.6469177126217689,38,31
contact_landscape,GoF Q85,20,0.5342562919612595,0.43443264446522184,0.6413685607762183,38,31
contact_landscape,GoF Q85,21,0.5516134424405075,0.4539971229944282,0.6514681039963602,38,30
contact_landscape,GoF Q85,22,0.5515486797024869,0.45287256740807796,0.6441627387511282,38,30
contact_landscape,GoF Q85,23,0.5621029945144326,0.4666118972963797,0.6526022051690802,38,30
contact_landscape,GoF Q85,24,0.550570799098296,0.45565279337138254,0.641520901126013,38,30
contact_landscape,GoF Q85,25,0.5583170953630465,0.46839897591519797,0.6437826990093385,38,30
contact_landscape,GoF Q85,26,0.5708590491787601,0.4874775851633028,0.6485931682482988,38,30
contact_landscape,GoF Q85,27,0.5695633970788294,0.4843356343433434,0.6469185160230916,38,30
contact_landscape,GoF Q85,28,0.5631229556487778,0.48201676271235766,0.6409164981249462,38,30
contact_landscape,GoF Q85,29,0.561461244881287,0.4814991645191145,0.6364393147025926,38,30
contact_landscape,GoF Q85,30,0.54171529608183,0.45934220389164077,0.6195618607466188,38,30
contact_landscape,Neutral,-30,0.5095137487212978,0.49475686878910924,0.525409878893763,1838,1337
contact_landscape,Neutral,-29,0.5099806400405053,0.4956826194032669,0.5251235767569438,1838,1432
contact_landscape,Neutral,-28,0.5124456980288691,0.4978949927449518,0.5275740742379632,1838,1432
contact_landscape,Neutral,-27,0.5112645102559488,0.4966900924249361,0.5267007129370151,1838,1432
contact_landscape,Neutral,-26,0.5100057410739378,0.4952945339378234,0.5261060349020511,1838,1432
contact_landscape,Neutral,-25,0.503835847100408,0.4891019376742784,0.519359123270359,1838,1523
contact_landscape,Neutral,-24,0.505632011676364,0.4906784216415498,0.5207155044563605,1838,1523
contact_landscape,Neutral,-23,0.506081581267347,0.4911058748814823,0.5206990171378643,1838,1523
contact_landscape,Neutral,-22,0.5034750705264457,0.489014475629828,0.5181183493632898,1838,1523
contact_landscape,Neutral,-21,0.5021077544858301,0.48768305110790816,0.5164168059436605,1838,1523
contact_landscape,Neutral,-20,0.5005349905341138,0.48664905568702094,0.5151807763627657,1838,1523
contact_landscape,Neutral,-19,0.4970070137621165,0.4836460736743528,0.5112786919000096,1838,1613
contact_landscape,Neutral,-18,0.4987592337611345,0.4852154000981559,0.5132269968263148,1838,1613
contact_landscape,Neutral,-17,0.499172115195162,0.4856455207954028,0.5133674218602892,1838,1613
contact_landscape,Neutral,-16,0.4967290897839855,0.4834727372912729,0.5106212442162376,1838,1613
contact_landscape,Neutral,-15,0.49377563149368675,0.4801855800108754,0.5072934596107314,1838,1706
contact_landscape,Neutral,-14,0.49505043972972473,0.48129486731189525,0.5088048603646264,1838,1706
contact_landscape,Neutral,-13,0.4945617296586342,0.48061866724006075,0.5084793561128106,1838,1706
contact_landscape,Neutral,-12,0.49321829618586804,0.47961761079296833,0.5070265023503001,1838,1706
contact_landscape,Neutral,-11,0.49198374942477685,0.4784540977867221,0.5058877306159245,1838,1706
contact_landscape,Neutral,-10,0.4873927805385866,0.47340770629390466,0.5011203157947753,1838,1706
contact_landscape,Neutral,-9,0.4812705966871687,0.4675769148998622,0.4945185430165843,1838,1769
contact_landscape,Neutral,-8,0.477313098397879,0.46382392677118234,0.49092497369863913,1838,1769
contact_landscape,Neutral,-7,0.47134753010006863,0.4575781416014455,0.485303016393572,1838,1769
contact_landscape,Neutral,-6,0.4637330736750458,0.45001999115032776,0.47794743161246883,1838,1769
contact_landscape,Neutral,-5,0.45348218101327087,0.43966798237274185,0.46692224567967794,1838,1838
contact_landscape,Neutral,-4,0.44781714728938327,0.4343744091742776,0.4609018658239071,1838,1838
contact_landscape,Neutral,-3,0.44387131161852056,0.4309092103826158,0.4568063604970978,1838,1838
contact_landscape,Neutral,-2,0.43758555430814716,0.42498562871778556,0.4503978383670574,1838,1838
contact_landscape,Neutral,-1,0.43435651374408907,0.42174889578119745,0.4467441691863338,1838,1838
contact_landscape,Neutral,0,0.43446943096112034,0.42208733170730633,0.44755730219501344,1838,1838
contact_landscape,Neutral,1,0.43391499790460425,0.42174015560598205,0.44701132122636444,1838,1838
contact_landscape,Neutral,2,0.4354938548289815,0.4234615038054534,0.4483045008664056,1838,1838
contact_landscape,Neutral,3,0.43971905491869645,0.42746686719934596,0.4522251148394048,1838,1838
contact_landscape,Neutral,4,0.4423701952591904,0.4300721805301434,0.45515174937160346,1838,1838
contact_landscape,Neutral,5,0.44899982729425614,0.43670776524987825,0.4617985523391488,1838,1768
contact_landscape,Neutral,6,0.4567883704316637,0.44425479755931274,0.469696404433167,1838,1767
contact_landscape,Neutral,7,0.4639044907990173,0.4510422413127845,0.4766887581612968,1838,1766
contact_landscape,Neutral,8,0.46974150710840956,0.4566722465263574,0.4824047586426544,1838,1766
contact_landscape,Neutral,9,0.4761230260498809,0.4625453277053731,0.4887932807670943,1838,1766
contact_landscape,Neutral,10,0.4789954454813818,0.4656763100221549,0.49144245384456603,1838,1764
contact_landscape,Neutral,11,0.4853452077834204,0.4718523921818718,0.49843783146980664,1838,1695
contact_landscape,Neutral,12,0.4888289681386339,0.4748580036282077,0.5023183150107507,1838,1695
contact_landscape,Neutral,13,0.4933874236841884,0.4796010392064976,0.5073602788664244,1838,1695
contact_landscape,Neutral,14,0.4942304382042059,0.48051568239127723,0.5086595803259379,1838,1693
contact_landscape,Neutral,15,0.49876397658584537,0.4849746893222038,0.5128305806639205,1838,1611
contact_landscape,Neutral,16,0.5008364833622169,0.4872408455360239,0.5146957160052107,1838,1609
contact_landscape,Neutral,17,0.5056582009926089,0.49205653957440304,0.5190357796371127,1838,1609
contact_landscape,Neutral,18,0.5082243963213854,0.49476617570080167,0.521760662107528,1838,1609
contact_landscape,Neutral,19,0.5103602767058818,0.4970521885559515,0.5242303947136238,1838,1609
contact_landscape,Neutral,20,0.5104726490083086,0.4966792797461972,0.5245271485610609,1838,1606
contact_landscape,Neutral,21,0.512436119159735,0.49887064864143577,0.5270057774614436,1838,1531
contact_landscape,Neutral,22,0.5157976214398381,0.5019137145526301,0.5299349365661031,1838,1531
contact_landscape,Neutral,23,0.5190937036954004,0.505309389402252,0.5331871832458774,1838,1530
contact_landscape,Neutral,24,0.5196213503569379,0.5060010843995332,0.5337875052082656,1838,1529
contact_landscape,Neutral,25,0.5235567550706487,0.5092204797055738,0.5386754648861223,1838,1439
contact_landscape,Neutral,26,0.5256737149516055,0.5117836655965394,0.5404078280628533,1838,1436
contact_landscape,Neutral,27,0.5261181867211993,0.5119252067068673,0.5410447969922028,1838,1434
contact_landscape,Neutral,28,0.5260846175232937,0.5115908144493008,0.5407379640386537,1838,1434
contact_landscape,Neutral,29,0.5262647255990207,0.5118818942094412,0.5401324050333997,1838,1434
contact_landscape,Neutral,30,0.5263377825286575,0.5118375780260751,0.5403938336815127,1838,1432
contact_landscape,LoF + Necessary,-30,0.47722743794210376,0.4615220439308414,0.49212110802230025,1643,1256
contact_landscape,LoF + Necessary,-29,0.4713751457424905,0.45595391378485506,0.48548093015304156,1643,1340
contact_landscape,LoF + Necessary,-28,0.4740906884272514,0.45880609030510483,0.48803699658103683,1643,1340
contact_landscape,LoF + Necessary,-27,0.47577860686789764,0.4605737211453547,0.48996037874144666,1643,1340
contact_landscape,LoF + Necessary,-26,0.47608227239097745,0.4606449020561681,0.49055409503903247,1643,1340
contact_landscape,LoF + Necessary,-25,0.47603579061923185,0.4610442059059936,0.49028594177300716,1643,1417
contact_landscape,LoF + Necessary,-24,0.47904378226612526,0.4646180116400077,0.49331139819122655,1643,1417
contact_landscape,LoF + Necessary,-23,0.48128890696535304,0.46661276693306447,0.49504759717055646,1643,1417
contact_landscape,LoF + Necessary,-22,0.48690234189913023,0.47225085111509146,0.5007970623825836,1643,1417
contact_landscape,LoF + Necessary,-21,0.49064836019416175,0.4761053594897035,0.5051491833557475,1643,1417
contact_landscape,LoF + Necessary,-20,0.4931563683366399,0.4788232065698813,0.507456747477628,1643,1417
contact_landscape,LoF + Necessary,-19,0.4918150311865845,0.47774777422767156,0.505940254562439,1643,1482
contact_landscape,LoF + Necessary,-18,0.49671984904492383,0.4826417894607428,0.5105358165721705,1643,1482
contact_landscape,LoF + Necessary,-17,0.5002545179873572,0.4858468421790822,0.5140186970516156,1643,1482
contact_landscape,LoF + Necessary,-16,0.5046199722263125,0.4904767733101185,0.518758681319595,1643,1482
contact_landscape,LoF + Necessary,-15,0.5049191062704398,0.4908612987629551,0.5190987899374799,1643,1548
contact_landscape,LoF + Necessary,-14,0.5131601997553753,0.49935656652406935,0.5275274861389577,1643,1548
contact_landscape,LoF + Necessary,-13,0.5213271254721886,0.5079687116445796,0.5360717781837625,1643,1548
contact_landscape,LoF + Necessary,-12,0.5275381810628615,0.5141208997872465,0.5418388408430236,1643,1548
contact_landscape,LoF + Necessary,-11,0.533867853405767,0.5204452402800697,0.548171898877394,1643,1548
contact_landscape,LoF + Necessary,-10,0.5415777192452239,0.5279405783316223,0.5552351148265467,1643,1548
contact_landscape,LoF + Necessary,-9,0.5480612743004256,0.5347157756253277,0.5613734270295936,1643,1600
contact_landscape,LoF + Necessary,-8,0.558099832444887,0.5444792576138846,0.5714066311975893,1643,1600
contact_landscape,LoF + Necessary,-7,0.5668560798479509,0.5530985404732847,0.580344607484142,1643,1600
contact_landscape,LoF + Necessary,-6,0.5740279219766052,0.5605319973817143,0.5872729532832508,1643,1600
contact_landscape,LoF + Necessary,-5,0.5820590060684387,0.569109213673534,0.5950005084136986,1643,1643
contact_landscape,LoF + Necessary,-4,0.590636641487626,0.5775300438268338,0.6034208255804285,1643,1643
contact_landscape,LoF + Necessary,-3,0.5975469243150217,0.5844542083999432,0.610147775256984,1643,1643
contact_landscape,LoF + Necessary,-2,0.6031050380998721,0.5902143315608693,0.616042447279007,1643,1643
contact_landscape,LoF + Necessary,-1,0.6050259292338563,0.5923175502673238,0.6181108044339959,1643,1643
contact_landscape,LoF + Necessary,0,0.6023638652679808,0.589857747573941,0.6153501714053867,1643,1643
contact_landscape,LoF + Necessary,1,0.5997132924102343,0.5868544705346557,0.6127766025994105,1643,1643
contact_landscape,LoF + Necessary,2,0.5972182437938347,0.5840444782134983,0.6103006555433029,1643,1643
contact_landscape,LoF + Necessary,3,0.5907736171749294,0.5778338943368309,0.6038854548717044,1643,1643
contact_landscape,LoF + Necessary,4,0.5813434746158173,0.5682978544557159,0.5943477249139684,1643,1643
contact_landscape,LoF + Necessary,5,0.5719516118232333,0.5582324779691554,0.5852588774593226,1643,1601
contact_landscape,LoF + Necessary,6,0.5649068832762633,0.5510264589921884,0.5783132920956053,1643,1600
contact_landscape,LoF + Necessary,7,0.5573364336398856,0.5433948970439028,0.5705115705742336,1643,1599
contact_landscape,LoF + Necessary,8,0.5480290436297418,0.5341775548471553,0.5616758352205966,1643,1599
contact_landscape,LoF + Necessary,9,0.5398666812986613,0.5258900524682626,0.5531091526760967,1643,1599
contact_landscape,LoF + Necessary,10,0.5332175935328803,0.5190245078548601,0.5465058829133366,1643,1598
contact_landscape,LoF + Necessary,11,0.5280793418554977,0.5136707955856331,0.5414032057915096,1643,1550
contact_landscape,LoF + Necessary,12,0.524652869527212,0.5100015028000668,0.5379663758569225,1643,1550
contact_landscape,LoF + Necessary,13,0.5200757921686495,0.505748294120673,0.5339582819659555,1643,1548
contact_landscape,LoF + Necessary,14,0.5144365568874879,0.5003363743128459,0.527955224634394,1643,1548
contact_landscape,LoF + Necessary,15,0.5075066007022323,0.4925439792654711,0.5207955993085966,1643,1489
contact_landscape,LoF + Necessary,16,0.5042712092502081,0.48964868275130613,0.5177072421361498,1643,1488
contact_landscape,LoF + Necessary,17,0.49983645470586474,0.4850857204149097,0.5139074507780311,1643,1487
